departures_scheduled,departures_performed,payload,seats,passengers,freight,mail,distance,ramp_to_ramp,air_time,unique_carrier,airline_id,unique_carrier_name,region,carrier,carrier_name,carrier_group,carrier_group_new,origin_airport_id,origin_city_market_id,origin,origin_city_name,origin_country,origin_country_name,dest_airport_id,dest_city_market_id,dest,dest_city_name,dest_country,dest_country_name,aircraft_group,aircraft_type,aircraft_config,year,month,distance_group,class,data_source,row_num
0,13,1226643,3731,3252,297273,0,6297,0,0,MF,21770,"Xiamen Airlines Co., Ltd.",I,MF,"Xiamen Airlines Co., Ltd.",0,0,15127,35127,TAO,"Qingdao, China",CN,China,12892,32575,LAX,"Los Angeles, CA",US,United States,6,889,1,2018,7,13,F,IF,1
0,3,2400,12,0,0,3,14,84,45,WRD,20285,Ward Air,D,WRD,Ward Air,1,9,11720,31720,FNR,"Funter Bay Alaska, AK",US,United States,12523,32523,JNU,"Juneau, AK",US,United States,0,35,1,2018,7,1,F,DU,1
26,26,552940,1976,1513,1,0,365,2501,1636,OH,20397,PSA Airlines Inc.,D,OH,PSA Airlines Inc.,2,2,14100,34100,PHL,"Philadelphia, PA",US,United States,11995,31995,GSO,"Greensboro/High Point, NC",US,United States,6,638,1,2018,7,1,F,DU,1
0,13,1172600,5343,4319,0,0,4188,0,0,BF,22030,French bee,I,BF,French bee,0,0,14771,32457,SFO,"San Francisco, CA",US,United States,14228,34228,PPT,"Papeete, French Polynesia",PF,French Polynesia,6,359,1,2018,7,9,F,IF,1
0,20,1516600,0,0,368344,0,308,1410,983,9S,20190,Southern Air Inc.,D,9S,Southern Air Inc.,2,2,15016,31123,STL,"St. Louis, MO",US,United States,11193,33105,CVG,"Cincinnati, OH",US,United States,6,617,2,2018,7,1,P,DU,1
0,1,44000,0,0,12467,0,2172,0,0,2GQ,21693,Cavok Air LLC,I,2GQ,Cavok Air LLC,0,0,14107,30466,PHX,"Phoenix, AZ",US,United States,16128,36083,YMX,"Montreal, Canada",CA,Canada,5,507,2,2018,7,5,P,IF,1
0,1,26200,100,99,0,0,1220,229,210,B6,20409,JetBlue Airways,D,B6,JetBlue Airways,3,3,13933,33933,ORH,"Worcester, MA",US,United States,14635,31714,RSW,"Fort Myers, FL",US,United States,6,678,1,2018,7,3,F,DU,1
0,14,1201200,3444,2971,109384,0,4203,0,0,HY,20080,Uzbekistan Airways,I,HY,Uzbekistan Airways,0,0,12478,31703,JFK,"New York, NY",US,United States,14535,34535,RIX,"Riga, Latvia",LV,Latvia,6,626,1,2018,7,9,F,IF,1
2,2,5000,18,10,1040,0,231,181,156,2EQ,21673,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",D,2EQ,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",1,9,13467,30299,MRI,"Anchorage, AK",US,United States,15250,35250,TLJ,"Tatalina, AK",US,United States,4,415,3,2018,7,1,F,DU,1
0,1,2607,13,5,0,0,4040,0,0,26Q,21651,Albinati aviation Limited,I,26Q,Albinati aviation Limited,0,0,11618,31703,EWR,"Newark, NJ",US,United States,12987,32987,LIN,"Milan, Italy",IT,Italy,6,788,1,2018,7,9,L,IF,1
0,1,28200,36,6,0,0,236,60,38,37Q,21875,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",D,37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",1,4,10194,30194,AFW,"Dallas/Fort Worth, TX",US,United States,15370,34653,TUL,"Tulsa, OK",US,United States,6,612,3,2018,7,1,L,DU,1
0,0,0,0,0,0,0,158,0,0,22Q,21636,Gem Air LLC,D,22Q,Gem Air LLC,1,6,14897,34897,SMN,"Salmon, ID",US,United States,10713,30713,BOI,"Boise, ID",US,United States,0,35,1,2018,7,1,F,DU,1
0,1,17610,70,61,0,0,349,109,87,G7,20500,GoJet Airlines LLC d/b/a United Express,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,10140,30140,ABQ,"Albuquerque, NM",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,631,1,2018,7,1,F,DU,1
0,231,508200,2310,1838,0,0,70,9240,8316,Z3Q,21022,"PM Air, LLC",D,Z3Q,"PM Air, LLC",1,5,14470,34470,RBN,"Fort Jefferson, FL",US,United States,11624,31624,EYW,"Key West, FL",US,United States,0,42,4,2018,7,1,L,DU,1
0,4,3516,16,2,0,0,4382,0,0,LXQ,21995,Luxaviation Germany GmbH,I,LXQ,Luxaviation Germany GmbH,0,0,12197,31703,HPN,"White Plains, NY",US,United States,13604,33604,NAP,"Naples, Italy",IT,Italy,6,667,1,2018,7,9,L,IF,1
15,15,2463021,0,0,2039521,0,3869,7233,6935,5X,19917,United Parcel Service,A,5X,United Parcel Service,3,3,10970,30970,CGN,"Cologne, Germany",DE,Germany,14100,34100,PHL,"Philadelphia, PA",US,United States,7,740,2,2018,7,8,G,IU,1
0,1,6728,14,2,0,0,5938,0,0,0Q,21147,Flying Service N.V.,I,0Q,Flying Service N.V.,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,16321,36321,ZRH,"Zurich, Switzerland",CH,Switzerland,7,775,1,2018,7,12,L,IF,1
0,5,6000,27,0,4276,0,129,361,336,1SQ,21570,Star Marianas Air Inc.,D,1SQ,Star Marianas Air Inc.,1,6,12016,32016,GUM,"Guam, TT",US,United States,14955,34955,SPN,"Saipan, TT",US,United States,0,79,2,2018,7,1,P,DU,1
0,1,3080,14,4,880,0,2477,0,0,2AQ,21656,ABS JETS A.S,I,2AQ,ABS JETS A.S,0,0,12197,31703,HPN,"White Plains, NY",US,United States,12892,32575,LAX,"Los Angeles, CA",US,United States,6,674,1,2018,8,5,L,DF,1
0,37,67525,333,157,5459,1398,59,1182,960,J5,20337,Kalinin Aviation LLC d/b/a Alaska Seaplanes,D,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,1,5,12523,32523,JNU,"Juneau, AK",US,United States,10204,30204,AGN,"Angoon, AK",US,United States,4,416,4,2018,8,1,F,DU,1
0,1,47000,0,0,27980,0,294,78,60,L2,20169,Lynden Air Cargo Airlines,I,L2,Lynden Air Cargo Airlines,1,1,11630,31517,FAI,"Fairbanks, AK",US,United States,16141,36141,YOC,"Old Crow, Canada",CA,Canada,5,556,2,2018,8,1,P,IU,1
0,2,6319,20,9,0,0,39,44,36,K3,20383,Venture Travel LLC d/b/a Taquan Air Service,D,K3,Venture Travel LLC d/b/a Taquan Air Service,1,5,12253,32253,HYL,"Hollis, AK",US,United States,15741,31401,WFB,"Ketchikan, AK",US,United States,0,42,4,2018,8,1,L,DU,1
0,20,4840000,0,0,3259472,0,7247,0,0,EK,20392,Emirates,I,EK,Emirates,0,0,13930,30977,ORD,"Chicago, IL",US,United States,11455,31455,DXB,"Dubai, United Arab Emirates",AE,United Arab Emirates,6,627,2,2018,8,15,G,IF,1
0,2,85000,378,179,0,0,1504,490,440,GL,20402,Miami Air International,I,GL,Miami Air International,2,2,10821,30852,BWI,"Baltimore, MD",US,United States,14293,34293,PUJ,"Punta Cana, Dominican Republic",DO,Dominican Republic,6,614,1,2018,8,4,L,IU,1
0,7,24500,93,86,0,0,69,326,270,YR,20424,"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",D,YR,"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines",1,6,14081,34081,PGA,"Page, AZ",US,United States,15532,35532,UXR,"Monument Valley, UT",US,United States,4,485,1,2018,8,1,L,DU,1
50,29,52200,261,110,0,0,47,218,174,VI,20426,Vieques Air Link Inc.,D,VI,Vieques Air Link Inc.,1,6,11126,31126,CPX,"Culebra, PR",US,United States,14843,34819,SJU,"San Juan, PR",US,United States,1,131,1,2018,8,1,F,DU,1
0,2,2400,12,3,0,68,46,88,84,2O,20443,Island Air Service,D,2O,Island Air Service,1,5,10056,30056,A43,"Kodiak Island, AK",US,United States,12782,32782,KPR,"Port Williams, AK",US,United States,0,40,4,2018,8,1,F,DU,1
1,1,12240,50,12,0,0,411,172,124,ZW,20046,Air Wisconsin Airlines Corp,D,ZW,Air Wisconsin Airlines Corp,2,2,14711,34711,SCE,"State College, PA",US,United States,10469,30469,AZO,"Kalamazoo, MI",US,United States,6,629,1,2018,8,1,F,DU,1
22,22,4694580,0,0,857776,0,156,1122,660,ABX,20453,ABX Air Inc,A,ABX,ABX Air Inc,2,2,13514,33514,MTY,"Monterrey, Mexico",MX,Mexico,12206,32206,HRL,"Harlingen/San Benito, TX",US,United States,6,625,2,2018,8,1,G,IU,1
0,1,750,3,0,0,0,111,52,48,3F,21111,"Pacific Airways, Inc.",D,3F,"Pacific Airways, Inc.",1,5,14256,34256,PSG,"Petersburg, AK",US,United States,15741,31401,WFB,"Ketchikan, AK",US,United States,0,33,4,2018,8,1,L,DU,1
0,1,50200,181,181,0,0,897,149,122,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,14783,34783,SGF,"Springfield, MO",US,United States,11278,30852,DCA,"Washington, DC",US,United States,6,699,1,2018,8,2,L,DU,1
0,1,1600,8,6,0,0,2626,330,324,0WQ,21352,Avjet Corporation,D,0WQ,Avjet Corporation,1,1,13541,33541,MVY,"Martha's Vineyard, MA",US,United States,10800,32575,BUR,"Burbank, CA",US,United States,6,671,1,2018,8,6,L,DU,1
0,1,31922,128,80,0,0,2341,0,0,PY,19565,Surinam Airways Limited,I,PY,Surinam Airways Limited,0,0,14761,34761,SFB,"Sanford, FL",US,United States,14030,33932,PBM,"Zanderij, Suriname",SR,Suriname,6,619,1,2018,8,5,F,IF,1
0,2,511694,0,0,104845,0,4205,0,0,RU,21487,AirBridgeCargo Airlines Limited,I,RU,AirBridgeCargo Airlines Limited,0,0,13930,30977,ORD,"Chicago, IL",US,United States,12957,32957,LGG,"Liege, Belgium",BE,Belgium,8,820,2,2018,8,9,G,IF,1
0,8,704000,2440,2342,55000,0,4644,0,0,TB,21552,TUI Airlines Belgium N.V. d/b/a Jetairfly,I,TB,TUI Airlines Belgium N.V. d/b/a Jetairfly,0,0,13303,32467,MIA,"Miami, FL",US,United States,10752,30752,BRU,"Brussels, Belgium",BE,Belgium,6,887,1,2018,8,10,F,IF,1
0,31,1861860,6045,5277,694874,0,6701,0,0,JL,19548,Japan Air Lines Co. Ltd.,I,JL,Japan Air Lines Co. Ltd.,0,0,10721,30721,BOS,"Boston, MA",US,United States,13744,32169,NRT,"Tokyo, Japan",JP,Japan,6,889,1,2018,8,14,F,IF,1
0,1,49999,150,110,0,0,2086,0,0,BW,19542,Caribbean Airlines Limited,I,BW,Caribbean Airlines Limited,0,0,12478,31703,JFK,"New York, NY",US,United States,10575,30575,BGI,"Barbados/Bridgetown, Barbados",BB,Barbados,6,614,1,2018,8,5,F,IF,1
0,1,5150,14,8,0,0,4419,0,0,24Q,21646,Blue Jet SP Z o o,I,24Q,Blue Jet SP Z o o,0,0,13898,32467,OPF,"Miami, FL",US,United States,13156,31584,MAD,"Madrid, Spain",ES,Spain,6,688,1,2018,8,9,L,IF,1
0,9,340256,1296,909,0,0,1894,0,0,Q6,22001,"Vuela Aviacion, S.A.",I,Q6,"Vuela Aviacion, S.A.",0,0,12264,30852,IAD,"Washington, DC",US,United States,14677,34677,SAL,"San Salvador, El Salvador",SV,El Salvador,6,698,1,2018,8,4,F,IF,1
0,18,648648,3240,2108,0,0,1388,0,0,VH,21670,Fast Colombia SAS d/b/a Viva Colombia,I,FC,Fast Colombia SAS d/b/a Viva Colombia,0,0,13303,32467,MIA,"Miami, FL",US,United States,13218,31565,MDE,"Medellin, Colombia",CO,Colombia,6,694,1,2018,8,3,F,IF,1
58,58,2006800,8294,7530,8445,0,997,8929,7857,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,15304,33195,TPA,"Tampa, FL",US,United States,13232,30977,MDW,"Chicago, IL",US,United States,6,612,1,2018,8,2,F,DU,1
0,1,5940,6,0,0,0,143,85,65,30Q,21835,"Public Charters, Inc. d/b/a North Country Sky d/b/a Regional Sky d/b/a Texas Sky",D,30Q,"Public Charters, Inc. d/b/a North Country Sky d/b/a Regional Sky d/b/a Texas Sky",1,6,10158,30158,ACY,"Atlantic City, NJ",US,United States,10434,30434,AVP,"Scranton/Wilkes-Barre, PA",US,United States,1,194,1,2018,8,1,L,DU,1
0,1,10622,48,48,0,0,253,0,0,PBQ,20210,Privatair,I,PBQ,Privatair,0,0,10299,30299,ANC,"Anchorage, AK",US,United States,10170,30070,ADQ,"Kodiak, AK",US,United States,6,698,1,2018,8,1,F,DF,1
0,1,3804,19,1,0,0,3443,0,0,1HQ,21548,International Jet Management GmbH,I,1HQ,International Jet Management GmbH,0,0,11628,31628,FAB,"Farnborough, United Kingdom",GB,United Kingdom,12478,31703,JFK,"New York, NY",US,United States,6,678,1,2018,9,7,L,IF,1
0,27,7009200,0,0,1117789,0,4472,0,0,5C,20200,C.A.L Cargo Airlines,I,5C,C.A.L Cargo Airlines,0,0,10397,30397,ATL,"Atlanta, GA",US,United States,12957,32957,LGG,"Liege, Belgium",BE,Belgium,8,818,2,2018,9,9,G,IF,1
0,31,3720000,8790,7617,565437,0,6354,0,0,AZ,19539,Compagnia Aerea Italiana,I,AZ,Compagnia Aerea Italiana,0,0,11651,31000,FCO,"Rome, Italy",IT,Italy,12892,32575,LAX,"Los Angeles, CA",US,United States,6,627,1,2018,9,13,F,IF,1
0,3,359106,1038,972,105448,0,3589,0,0,IB,19547,Iberia Air Lines Of Spain,I,IB,Iberia Air Lines Of Spain,0,0,13156,31584,MAD,"Madrid, Spain",ES,Spain,12478,31703,JFK,"New York, NY",US,United States,8,872,1,2018,9,8,F,IF,1
1,1,17740,69,63,0,0,95,54,25,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,11042,30647,CLE,"Cleveland, OH",US,United States,11433,31295,DTW,"Detroit, MI",US,United States,6,631,1,2018,9,1,F,DU,1
0,9,686316,2501,2154,176000,0,6603,0,0,LY,19558,El Al Israel Airlines Ltd.,I,LY,El Al Israel Airlines Ltd.,0,0,15258,35258,TLV,"Tel Aviv, Israel",IL,Israel,13303,32467,MIA,"Miami, FL",US,United States,6,627,1,2018,9,14,F,IF,1
0,16,1232000,6032,3858,0,0,4117,0,0,D7,21657,Air Asia X Berhad dba Airasia X,I,D7,Air Asia X Berhad dba Airasia X,0,0,12699,32400,KIX,"Osaka, Japan",JP,Japan,12173,32134,HNL,"Honolulu, HI",US,United States,6,687,3,2018,9,9,F,IF,1
0,9,1881000,0,0,803946,0,1089,0,0,OZ,20277,Asiana Airlines Inc.,I,OZ,Asiana Airlines Inc.,0,0,13303,32467,MIA,"Miami, FL",US,United States,12478,31703,JFK,"New York, NY",US,United States,8,820,2,2018,9,3,G,DF,1
9,6,31578,54,3,0,0,202,390,310,3DQ,21964,"Rectrix Aviation, Inc.",D,3DQ,"Rectrix Aviation, Inc.",1,6,12953,31703,LGA,"New York, NY",US,United States,10154,30154,ACK,"Nantucket, MA",US,United States,4,458,1,2018,9,1,F,DU,1
0,1,1800,9,1,0,0,339,84,65,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,12544,32544,USA,"Concord, NC",US,United States,10693,30693,BNA,"Nashville, TN",US,United States,6,636,1,2018,9,1,L,DU,1
0,13,1532216,5447,3140,42005,0,4006,0,0,SA,19570,South African Airways,I,SA,South African Airways,0,0,16782,36756,DSS,"Dakar Thies, Senegal",SN,Senegal,12264,30852,IAD,"Washington, DC",US,United States,8,874,1,2018,9,9,F,IF,1
0,9,9900,36,15,4996,156,92,504,468,Q5,20342,40-Mile Air,D,Q5,40-Mile Air,1,5,15236,35236,TKJ,"Tok, AK",US,United States,11245,31245,CZN,"Chisana, AK",US,United States,0,35,1,2018,9,1,F,DU,1
0,42,3326400,12432,11702,509502,0,4095,0,0,TN,20162,Air Tahiti Nui,I,TN,Air Tahiti Nui,0,0,14228,34228,PPT,"Papeete, French Polynesia",PF,French Polynesia,12892,32575,LAX,"Los Angeles, CA",US,United States,8,871,1,2018,9,9,F,IF,1
0,1,4605,126,23,0,0,1958,0,0,R3,21574,Air Company Yakutia,I,R3,Air Company Yakutia,0,0,10299,30299,ANC,"Anchorage, AK",US,United States,14132,34132,PKC,"Petropavlovsk-Kamchatsky, Russia",RU,Russia,6,612,1,2018,9,4,F,IF,1
0,4,1025882,0,0,534490,0,1017,0,0,MP,20148,Martinair Holland N.V.,I,MP,Martinair Holland N.V.,0,0,13303,32467,MIA,"Miami, FL",US,United States,12010,32010,GUA,"Guatemala City, Guatemala",GT,Guatemala,8,817,2,2018,9,3,G,IF,1
0,1,3520,14,1,0,0,5135,0,0,0CQ,21196,ACM AIR CHARTER GmbH,I,0CQ,ACM AIR CHARTER GmbH,0,0,10154,30154,ACK,"Nantucket, MA",US,United States,14717,34717,SCL,"Santiago, Chile",CL,Chile,6,658,1,2018,9,11,L,IF,1
0,13,1573000,4472,4245,2862,0,3589,0,0,DY,21579,Norwegian Air Shuttle ASA,I,DY,Norwegian Air Shuttle ASA,0,0,12478,31703,JFK,"New York, NY",US,United States,13156,31584,MAD,"Madrid, Spain",ES,Spain,6,889,1,2018,9,8,F,IF,1
0,58,2337733,9280,6850,4671,0,1881,0,0,AM,19534,Aeromexico,I,AM,Aeromexico,0,0,14771,32457,SFO,"San Francisco, CA",US,United States,13252,33252,MEX,"Mexico City, Mexico",MX,Mexico,6,614,1,2018,9,4,F,IF,1
0,31,1085000,4805,2746,0,0,1360,6253,5379,WL,20310,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",I,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,1,10911,30911,CCS,"Caracas, Venezuela",VE,Venezuela,13303,32467,MIA,"Miami, FL",US,United States,6,655,1,2018,9,3,L,IU,1
0,9,396000,1701,851,0,0,3022,0,0,D8,21823,Norwegian Air International Ltd.,I,D8,Norwegian Air International Ltd.,0,0,10568,30568,BFS,"Belfast, United Kingdom",GB,United Kingdom,14307,30721,PVD,"Providence, RI",US,United States,6,838,1,2018,9,7,F,IF,1
0,1,550,3,2,0,0,162,97,93,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,10416,30416,AUK,"Alakanuk, AK",US,United States,10551,30113,BET,"Bethel, AK",US,United States,0,36,3,2018,9,1,L,DU,1
0,21,3402000,0,0,1613270,0,812,2846,2119,KAQ,20370,Kalitta Air LLC,D,KAQ,Kalitta Air LLC,2,2,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,11193,33105,CVG,"Cincinnati, OH",US,United States,6,626,2,2018,9,2,P,DU,1
0,12,1096806,3504,2006,171277,0,4733,0,0,EW,21728,Eurowings GmbH,I,EW,Eurowings GmbH,0,0,13303,32467,MIA,"Miami, FL",US,United States,11444,30970,DUS,"Dusseldorf, Germany",DE,Germany,6,696,1,2018,9,10,F,IF,1
0,1,2803,14,2,0,0,3996,0,0,15Q,21440,Air Alsie A/S,I,15Q,Air Alsie A/S,0,0,15167,35167,TEB,"Teterboro, NJ",US,United States,13625,33625,NCE,"Nice, France",FR,France,7,775,1,2018,9,8,L,IF,1
0,1,95000,199,0,0,0,192,56,32,N8,20405,National Air Cargo Group Inc d/ba National Airlines,D,N8,National Air Cargo Group Inc d/ba National Airlines,1,1,13303,32467,MIA,"Miami, FL",US,United States,13204,31454,MCO,"Orlando, FL",US,United States,6,622,1,2018,9,1,F,DU,1
0,1,2803,14,5,0,0,3586,0,0,12Q,21423,Unijet,I,12Q,Unijet,0,0,12264,30852,IAD,"Washington, DC",US,United States,10750,30750,BRS,"Bristol, United Kingdom",GB,United Kingdom,7,775,1,2018,9,8,L,IF,1
0,1,5977,13,1,0,0,3263,0,0,1XQ,21601,Dassault Falcon Service,I,1XQ,Dassault Falcon Service,0,0,14639,34639,RTM,"Rotterdam, Netherlands",NL,Netherlands,10581,30581,BGR,"Bangor, ME",US,United States,7,770,1,2018,9,7,L,IF,1
0,7,444391,2198,1546,0,0,3648,0,0,LV,22002,OPENSKIES SAS,I,LV,OPENSKIES SAS,0,0,11618,31703,EWR,"Newark, NJ",US,United States,13943,30920,ORY,"Paris, France",FR,France,6,696,1,2018,9,8,F,IF,1
0,1,528,11,2,0,0,320,0,0,10Q,21407,Swiss Air Ambulance,I,10Q,Swiss Air Ambulance,0,0,15167,35167,TEB,"Teterboro, NJ",US,United States,16156,36156,YPQ,"Peterborough, Canada",CA,Canada,6,669,1,2018,9,1,L,IF,1
0,30,2554966,10500,9252,396442,0,4694,0,0,PS,21608,Ukraine International Airlines,I,PS,Ukraine International Airlines,0,0,12478,31703,JFK,"New York, NY",US,United States,12627,32287,KBP,"Kiev, Ukraine",UA,Ukraine,6,626,1,2018,9,10,F,IF,1
0,17,57820,272,221,0,0,87,0,0,PH,19562,Polynesian Airlines Ltd.,I,PH,Polynesian Airlines Ltd.,0,0,16647,36631,FAQ,"Fitiuta Village, TT",US,United States,14222,34222,PPG,"Pago Pago, TT",US,United States,4,485,1,2018,10,1,F,DF,1
0,1,43331,179,154,0,0,1772,0,0,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),I,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),0,0,13796,32457,OAK,"Oakland, CA",US,United States,13370,33370,MLM,"Morelia, Mexico",MX,Mexico,6,694,1,2018,10,4,F,IF,1
0,11,3108054,3168,1859,69342,0,6248,0,0,HU,21271,Hainan Airlines Company Limited,I,HU,Hainan Airlines Company Limited,0,0,12889,32211,LAS,"Las Vegas, NV",US,United States,14066,34066,PEK,"Beijing, China",CN,China,6,889,1,2018,10,13,F,IF,1
0,37,78569,326,119,0,0,121,0,0,R0,21969,Tantalus Air Ltd. d/b/a Harbour Air d/b/a Harbour Air Seaplanes,I,R0,Tantalus Air Ltd. d/b/a Harbour Air d/b/a Harbour Air Seaplanes,0,0,13002,30559,LKE,"Seattle, WA",US,United States,11215,31215,CXH,"Vancouver, Canada",CA,Canada,4,415,1,2018,10,1,F,IF,1
0,31,4140701,7806,6020,1832351,0,6752,0,0,NH,19791,All Nippon Airways Co.,I,NH,All Nippon Airways Co.,0,0,13744,32169,NRT,"Tokyo, Japan",JP,Japan,12264,30852,IAD,"Washington, DC",US,United States,6,637,1,2018,10,14,F,IF,1
0,1,2609,9,3,0,0,3445,0,0,SVW,21160,"Global Jet Luxembourg, Sa",I,SVW,"Global Jet Luxembourg, Sa",0,0,11628,31628,FAB,"Farnborough, United Kingdom",GB,United Kingdom,15167,35167,TEB,"Teterboro, NJ",US,United States,7,771,1,2018,10,7,L,IF,1
0,6,1778040,0,0,635754,0,801,0,0,KZ,19830,Nippon Cargo Airlines,I,KZ,Nippon Cargo Airlines,0,0,13930,30977,ORD,"Chicago, IL",US,United States,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,8,820,2,2018,10,2,G,DF,1
0,25,6270000,0,0,5790503,0,6990,0,0,CV,19545,Cargolux Airlines International S.A,I,CV,Cargolux Airlines International S.A,0,0,10971,30971,CGO,"Zhengzhou, China",CN,China,13930,30977,ORD,"Chicago, IL",US,United States,8,820,2,2018,10,14,G,IF,1
0,8,140340,2440,701,0,0,4633,0,0,OR,21059,TUI Airlines Nederland B.V.,I,OR,TUI Airlines Nederland B.V.,0,0,10292,30292,AMS,"Amsterdam, Netherlands",NL,Netherlands,13303,32467,MIA,"Miami, FL",US,United States,6,626,1,2018,10,10,F,IF,1
0,2,495000,0,0,212315,0,1235,0,0,BR,20005,Eva Airways Corporation,I,BR,Eva Airways Corporation,0,0,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,12892,32575,LAX,"Los Angeles, CA",US,United States,8,820,2,2018,10,3,G,DF,1
0,1,1100,6,0,0,0,20,11,7,Z3,20322,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",D,Z3,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",1,5,12737,32737,KMO,"Manokotak, AK",US,United States,11336,31336,DLG,"Dillingham, AK",US,United States,0,79,1,2018,10,1,F,DU,1
0,12,1452000,4128,3266,0,0,4935,0,0,DI,21924,Norwegian Air UK Limited,I,DI,Norwegian Air UK Limited,0,0,10423,30423,AUS,"Austin, TX",US,United States,12966,30730,LGW,"London, United Kingdom",GB,United Kingdom,6,889,1,2018,10,10,F,IF,1
0,27,3514295,13932,12996,415558,0,5583,0,0,AF,19532,Compagnie Natl Air France,I,AF,Compagnie Natl Air France,0,0,10920,30920,CDG,"Paris, France",FR,France,14771,32457,SFO,"San Francisco, CA",US,United States,8,882,1,2018,10,12,F,IF,1
0,1,264000,0,0,30360,0,3799,0,0,VIQ,20428,Volga-Dnepr Airlines,I,VIQ,Volga-Dnepr Airlines,0,0,10299,30299,ANC,"Anchorage, AK",US,United States,12277,31945,ICN,"Seoul, South Korea",KR,South Korea,8,880,2,2018,10,8,P,IF,1
0,13,553868,2340,1,1283,0,1597,0,0,5J,21677,Cebu Air Inc d/b/a Cebu Pacific Air,I,5J,Cebu Air Inc d/b/a Cebu Pacific Air,0,0,12016,32016,GUM,"Guam, TT",US,United States,13408,33408,MNL,"Manila, Philippines",PH,Philippines,6,694,1,2018,10,4,F,IF,1
5,5,8000,40,15,0,0,341,510,450,AN,21894,"ADVANCED AIR, LLC",D,AN,"ADVANCED AIR, LLC",1,6,12127,32575,HHR,"Hawthorne, CA",US,United States,13796,32457,OAK,"Oakland, CA",US,United States,4,479,1,2018,10,1,F,DU,1
34,34,340000,1700,1600,0,0,436,3493,2255,EV,20366,ExpressJet Airlines LLC,D,EV,ExpressJet Airlines Inc.,3,3,13930,30977,ORD,"Chicago, IL",US,United States,16271,36106,YYZ,"Toronto, Canada",CA,Canada,6,675,1,2018,10,1,F,IU,1
0,30,7793623,0,0,2713040,0,4414,0,0,CC,20140,Air Atlanta Icelandic,I,CC,Air Atlanta Icelandic,0,0,11996,31871,GSP,"Greer, SC",US,United States,12125,32125,HHN,"Hahn, Germany",DE,Germany,8,820,2,2018,10,9,P,IF,1
0,1,11557,50,41,0,0,318,65,55,AJQ,20354,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,D,AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,1,5,11577,31577,ERI,"Erie, PA",US,United States,14696,34696,SBN,"South Bend, IN",US,United States,6,675,1,2018,10,1,L,DU,1
0,31,2760668,7626,6359,21014,0,3819,0,0,NQ,20209,Air Japan Co,I,NQ,Air Japan Co,0,0,12173,32134,HNL,"Honolulu, HI",US,United States,13744,32169,NRT,"Tokyo, Japan",JP,Japan,6,889,1,2018,10,8,F,IF,1
0,24,83100,216,82,1455,3720,7,199,103,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,13806,33806,OBU,"Kobuk, AK",US,United States,14804,34804,SHG,"Shungnak, AK",US,United States,4,415,1,2018,10,1,F,DU,1
0,27,804203,5103,4017,0,0,1559,0,0,LJ,21416,Jin Air Co Ltd.,I,LJ,Jin Air Co Ltd.,0,0,13744,32169,NRT,"Tokyo, Japan",JP,Japan,12016,32016,GUM,"Guam, TT",US,United States,6,614,1,2018,10,4,F,IF,1
0,15,1518000,3900,3277,344410,0,4930,0,0,IG,21433,Airitaly S.P.A.,I,IG,Airitaly S.P.A.,0,0,13560,32987,MXP,"Milan, Italy",IT,Italy,13303,32467,MIA,"Miami, FL",US,United States,6,696,1,2018,10,10,F,IF,1
