departures_scheduled,departures_performed,payload,seats,passengers,freight,mail,distance,ramp_to_ramp,air_time,unique_carrier,airline_id,unique_carrier_name,region,carrier,carrier_name,carrier_group,carrier_group_new,origin_airport_id,origin_city_market_id,origin,origin_city_name,origin_country,origin_country_name,dest_airport_id,dest_city_market_id,dest,dest_city_name,dest_country,dest_country_name,aircraft_group,aircraft_type,aircraft_config,year,month,distance_group,class,data_source,row_num
0,1,3520,14,3,0,0,214,0,0,0CQ,21196,ACM AIR CHARTER GmbH,I,0CQ,ACM AIR CHARTER GmbH,0,0,10397,30397,ATL,"Atlanta, GA",US,United States,14685,34685,SAV,"Savannah, GA",US,United States,6,658,1,2019,12,1,L,DF,1
31,31,967200,4836,3551,0,0,345,2466,1884,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,12889,32211,LAS,"Las Vegas, NV",US,United States,14570,34570,RNO,"Reno, NV",US,United States,6,698,1,2019,12,1,F,DU,1
0,31,3538658,10509,9522,590586,0,7487,0,0,VA,21395,Virgin Blue International Airlines t/a V Australia,I,VA,Virgin Blue International Airlines t/a V Australia,0,0,15092,35092,SYD,"Sydney, Australia",AU,Australia,12892,32575,LAX,"Los Angeles, CA",US,United States,6,627,1,2019,12,15,F,IF,1
0,27,112860,378,88,0,0,65,33939,20952,2LQ,21743,Tropic Ocean Airways LLC,D,2LQ,Tropic Ocean Airways LLC,1,6,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,11223,31223,CXY,"Cat Cay, The Bahamas",BS,The Bahamas,4,416,4,2019,12,1,L,IU,1
0,47,6288581,3572,2881,0,0,3648,0,0,B0,21626,Dreamjet SAS Dba La Compagnie,I,B0,Dreamjet SAS Dba La Compagnie,0,0,13943,30920,ORY,"Paris, France",FR,France,11618,31703,EWR,"Newark, NJ",US,United States,6,721,1,2019,12,8,F,IF,1
46,23,41400,207,100,0,0,240,1863,1725,9K,20253,Cape Air,D,9K,Cape Air,1,6,14843,34819,SJU,"San Juan, PR",US,United States,13654,33654,NEV,"Nevis, Saint Kitts and Nevis",KN,Saint Kitts and Nevis,1,125,1,2019,12,1,F,IU,1
0,2,5000,14,7,0,0,347,120,110,2TQ,21764,Trans Northern Airways d/b/a Air Unlimited Charter Services,D,2TQ,Trans Northern Airways d/b/a Air Unlimited Charter Services,1,6,14761,34761,SFB,"Sanford, FL",US,United States,13605,33605,NAS,"Nassau, The Bahamas",BS,The Bahamas,6,639,1,2019,12,1,L,IU,1
0,7,24500,63,9,108,86,74,202,174,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,12704,32704,KKA,"Koyuk, AK",US,United States,15478,35478,UNK,"Unalakleet, AK",US,United States,4,415,1,2019,12,1,F,DU,1
0,1,90948,233,199,0,0,1089,0,0,XL,20348,Lan Ecuador,I,XL,Lan Ecuador,0,0,13303,32467,MIA,"Miami, FL",US,United States,12478,31703,JFK,"New York, NY",US,United States,6,626,1,2019,12,3,F,DF,1
0,1,12162,50,38,0,0,838,0,0,ZX,20293,Air Georgian,I,ZX,Air Georgian,0,0,13198,33198,MCI,"Kansas City, MO",US,United States,16271,36106,YYZ,"Toronto, Canada",CA,Canada,6,628,1,2019,12,2,F,IF,1
0,1,6728,14,5,0,0,3918,0,0,2UQ,21814,Svenskt Industriflyg AB,I,2UQ,Svenskt Industriflyg AB,0,0,14050,30397,PDK,"Atlanta, GA",US,United States,10591,30568,BHD,"Belfast, United Kingdom",GB,United Kingdom,7,775,1,2019,12,8,L,IF,1
5,5,5000,25,8,730,5,15,69,59,2O,20443,Island Air Service,D,2O,Island Air Service,1,5,12772,32772,KOZ,"Ouzinkie, AK",US,United States,13934,33934,ORI,"Port Lions, AK",US,United States,0,79,3,2019,12,1,F,DU,1
0,13,1565848,4056,3467,300223,0,5615,0,0,AY,19538,Finnair Oy,I,AY,Finnair Oy,0,0,12101,32101,HEL,"Helsinki, Finland",FI,Finland,12892,32575,LAX,"Los Angeles, CA",US,United States,6,696,1,2019,12,12,F,IF,1
0,1,7040,16,4,0,0,5234,0,0,0J,21134,JetClub AG,I,0J,JetClub AG,0,0,12889,32211,LAS,"Las Vegas, NV",US,United States,15018,30730,STN,"London, United Kingdom",GB,United Kingdom,6,667,1,2019,12,11,L,IF,1
0,31,1098497,5487,3059,0,0,1460,0,0,BC,21452,Skymark Airlines Inc.,I,BC,Skymark Airlines Inc.,0,0,14955,34955,SPN,"Saipan, TT",US,United States,13744,32169,NRT,"Tokyo, Japan",JP,Japan,6,614,1,2019,12,3,F,IF,1
0,24,3352353,7138,6233,4068,0,3589,0,0,UX,20119,Air Europa,I,UX,Air Europa,0,0,12478,31703,JFK,"New York, NY",US,United States,13156,31584,MAD,"Madrid, Spain",ES,Spain,6,696,1,2019,12,8,F,IF,1
1,1,12775,50,48,0,0,326,105,70,C5,20445,"Commutair Aka Champlain Enterprises, Inc.",D,C5,"Commutair Aka Champlain Enterprises, Inc.",1,6,12264,30852,IAD,"Washington, DC",US,United States,10529,30529,BDL,"Hartford, CT",US,United States,6,675,1,2018,1,1,F,DU,1
55,55,825000,1870,1226,0,0,94,2422,1535,SEB,20280,"Seaborne Virgin Islands, Inc.",D,SEB,"Seaborne Virgin Islands, Inc.",1,6,14843,34819,SJU,"San Juan, PR",US,United States,15027,34992,STX,"Christiansted, VI",US,United States,4,456,3,2018,1,1,F,DU,1
0,1,35000,168,64,0,0,2193,273,253,XP,20207,XTRA Airways,L,XP,XTRA Airways,1,1,15370,34653,TUL,"Tulsa, OK",US,United States,14843,34819,SJU,"San Juan, PR",US,United States,6,617,1,2018,1,5,L,DU,1
0,2,70000,0,0,0,0,84,72,47,KH,21634,Aloha Air Cargo,D,KH,Aloha Air Cargo,1,1,12758,32758,KOA,"Kona, HI",US,United States,13830,33830,OGG,"Kahului, HI",US,United States,6,619,2,2018,1,1,G,DU,1
0,1,37400,88,73,0,0,5066,0,0,1ZQ,21630,Comlux Aruba NV,I,1ZQ,Comlux Aruba NV,0,0,12173,32134,HNL,"Honolulu, HI",US,United States,15092,35092,SYD,"Sydney, Australia",AU,Australia,6,627,1,2018,1,11,L,IF,1
0,29,2364747,7598,5482,775867,0,2592,0,0,FI,19546,Icelandair,I,FI,Icelandair,0,0,12651,32651,KEF,"Keflavik/Reykjavik, Iceland",IS,Iceland,12478,31703,JFK,"New York, NY",US,United States,6,626,1,2018,1,6,F,IF,1
107,107,265360,963,680,0,0,45,2568,1926,1QQ,21614,City Wings Inc dba Seaflight,D,1QQ,City Wings Inc dba Seaflight,1,6,15027,34992,STX,"Christiansted, VI",US,United States,15024,34945,STT,"Charlotte Amalie, VI",US,United States,4,415,1,2018,1,1,F,DU,1
0,17,1553092,5950,5049,350121,0,4313,0,0,WW,21598,WOW Air ehf,I,WW,WOW Air ehf,0,0,12651,32651,KEF,"Keflavik/Reykjavik, Iceland",IS,Iceland,12892,32575,LAX,"Los Angeles, CA",US,United States,6,696,1,2018,1,9,F,IF,1
0,31,4281528,15779,12837,524614,0,5806,0,0,LH,19554,Lufthansa German Airlines,I,LH,Lufthansa German Airlines,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,11760,31760,FRA,"Frankfurt, Germany",DE,Germany,8,882,1,2018,1,12,F,IF,1
0,23,898454,3450,2862,71575,0,2089,0,0,LR,19556,Lacsa,I,LR,Lacsa,0,0,14677,34677,SAL,"San Salvador, El Salvador",SV,El Salvador,12478,31703,JFK,"New York, NY",US,United States,6,694,1,2018,1,5,F,IF,1
0,1,2224,11,1,0,0,5837,0,0,17Q,21447,Albinati Aeronautics SA,I,17Q,Albinati Aeronautics SA,0,0,14771,32457,SFO,"San Francisco, CA",US,United States,12026,32026,GVA,"Geneva, Switzerland",CH,Switzerland,6,788,1,2018,1,12,L,IF,1
0,31,4088139,14964,13473,44737,0,7919,0,0,QF,19566,Qantas Airways Ltd.,I,QF,Qantas Airways Ltd.,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,13243,33238,MEL,"Melbourne, Australia",AU,Australia,8,882,1,2018,1,16,F,IF,1
0,25,5802445,0,0,3187433,0,4452,0,0,3S,21427,AeroLogic GmbH,I,3S,AeroLogic GmbH,0,0,11193,33105,CVG,"Cincinnati, OH",US,United States,12938,32938,LEJ,"Leipzig, Germany",DE,Germany,6,683,2,2018,1,9,G,IF,1
0,9,2079000,0,0,1976165,0,7057,0,0,Y8,21266,Yangtze River Express Airlines Company,I,Y8,Yangtze River Express Airlines Company,0,0,14309,34309,PVG,"Shanghai, China",CN,China,13930,30977,ORD,"Chicago, IL",US,United States,8,820,2,2018,1,15,G,IF,1
0,31,3783600,8184,5552,945624,0,5451,0,0,SQ,19572,Singapore Airlines Ltd.,I,SQ,Singapore Airlines Ltd.,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,13744,32169,NRT,"Tokyo, Japan",JP,Japan,6,637,1,2018,1,11,F,IF,1
0,1,38280,302,157,1591,0,5728,0,0,SU,19573,Aeroflot Russian Airlines,I,SU,Aeroflot Russian Airlines,0,0,15058,31345,SVO,"Moscow, Russia",RU,Russia,13303,32467,MIA,"Miami, FL",US,United States,6,696,1,2018,1,12,F,IF,1
0,19,866514,3363,2585,1969,0,3404,0,0,EI,19623,Aer Lingus Plc,I,EI,Aer Lingus Plc,0,0,11435,31435,DUB,"Dublin, Ireland",IE,Ireland,12264,30852,IAD,"Washington, DC",US,United States,6,696,1,2018,1,7,F,IF,1
0,0,0,0,0,0,0,39,0,0,AAT,19650,Air Sunshine Inc.,D,AAT,Air Sunshine Inc.,1,6,14843,34819,SJU,"San Juan, PR",US,United States,15626,35626,VQS,"Vieques, PR",US,United States,1,125,1,2018,1,1,F,DU,1
0,26,2600026,6864,4498,631002,0,3677,0,0,VS,19682,Virgin Atlantic Airways,I,VS,Virgin Atlantic Airways,0,0,12972,30730,LHR,"London, United Kingdom",GB,United Kingdom,12264,30852,IAD,"Washington, DC",US,United States,6,687,1,2018,1,8,F,IF,1
0,18,1199737,5934,3672,0,0,4117,0,0,TR,21860,Scoot Tigerair Pte Ltd d/b/a Scoot,I,TR,Scoot Tigerair Pte Ltd d/b/a Scoot,0,0,12173,32134,HNL,"Honolulu, HI",US,United States,12699,32400,KIX,"Osaka, Japan",JP,Japan,6,887,1,2018,1,9,F,IF,1
85,82,3049498,12146,7245,0,0,421,7424,5691,VX,21171,Virgin America,D,VX,Virgin America,3,3,14262,34262,PSP,"Palm Springs, CA",US,United States,14771,32457,SFO,"San Francisco, CA",US,United States,6,694,1,2018,1,1,F,DU,1
0,2,86900,364,352,0,0,3394,0,0,VR,19804,Transportes Aereos De Cabo,I,VR,Transportes Aereos De Cabo,0,0,14307,30721,PVD,"Providence, RI",US,United States,14451,34451,RAI,"Praia, Cape Verde",CV,Cape Verde,6,622,1,2018,1,7,F,IF,1
0,1,6151,14,2,0,0,3635,0,0,FYQ,21919,Flying Group Lux S.A.,I,FYQ,Flying Group Lux S.A.,0,0,15167,35167,TEB,"Teterboro, NJ",US,United States,12900,30920,LBG,"Paris, France",FR,France,7,770,1,2018,1,8,L,IF,1
0,1,7040,16,1,0,0,5866,0,0,0J,21134,JetClub AG,I,0J,JetClub AG,0,0,14262,34262,PSP,"Palm Springs, CA",US,United States,12026,32026,GVA,"Geneva, Switzerland",CH,Switzerland,6,667,1,2018,1,12,L,IF,1
0,2,375725,624,586,37312,0,4240,0,0,OS,19873,Austrian Airlines,I,OS,Austrian Airlines,0,0,12478,31703,JFK,"New York, NY",US,United States,15595,35595,VIE,"Vienna, Austria",AT,Austria,6,627,1,2018,1,9,F,IF,1
0,8,1707120,0,0,274950,0,2078,2025,1855,8C,19874,Air Transport International,D,8C,Air Transport International,2,2,13891,32575,ONT,"Ontario, CA",US,United States,11057,31057,CLT,"Charlotte, NC",US,United States,6,625,2,2018,1,5,P,DU,1
0,1,21803,76,27,0,0,347,108,89,YX,20452,Republic Airline,D,YX,Republic Airline,2,2,11066,31066,CMH,"Columbus, OH",US,United States,14524,34524,RIC,"Richmond, VA",US,United States,6,673,1,2018,1,1,F,DU,1
88,88,4012800,20064,16266,0,0,1065,15729,13530,NK,20416,Spirit Air Lines,D,NK,Spirit Air Lines,3,3,11618,31703,EWR,"Newark, NJ",US,United States,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,6,699,1,2018,1,3,F,DU,1
146,143,2402400,9158,6884,626,0,177,8907,4710,MQ,20398,Envoy Air,D,MQ,Envoy Air,3,3,13930,30977,ORD,"Chicago, IL",US,United States,12339,32337,IND,"Indianapolis, IN",US,United States,6,631,1,2018,1,1,F,DU,1
0,1,57401,0,0,29820,0,478,87,74,KLQ,20372,Kalitta Charters II,D,KLQ,Kalitta Charters II,1,1,14814,30476,SHV,"Shreveport, LA",US,United States,13061,33038,LRD,"Laredo, TX",US,United States,7,715,2,2018,1,1,P,DU,1
0,8,538868,1928,1798,33570,0,5584,0,0,DE,20120,Condor Flugdienst,I,DE,Condor Flugdienst,0,0,11760,31760,FRA,"Frankfurt, Germany",DE,Germany,12889,32211,LAS,"Las Vegas, NV",US,United States,6,626,1,2018,1,12,F,IF,1
0,4,281600,888,675,0,0,2299,0,0,S4,20360,Sata Internacional,I,S4,Sata Internacional,0,0,15174,32946,TER,"Lajes, Portugal",PT,Portugal,10721,30721,BOS,"Boston, MA",US,United States,6,693,1,2018,1,5,L,IF,1
0,1,57000,0,0,29525,0,1354,198,180,GFQ,20166,Gulf And Caribbean Cargo,D,GFQ,Gulf And Caribbean Cargo,1,1,16091,31295,YIP,"Detroit, MI",US,United States,13061,33038,LRD,"Laredo, TX",US,United States,7,715,2,2018,1,3,P,DU,1
0,1,6500,0,0,0,0,522,198,186,2F,20320,Frontier Flying Service,D,2F,Frontier Flying Service,1,5,11630,31517,FAI,"Fairbanks, AK",US,United States,10551,30113,BET,"Bethel, AK",US,United States,4,487,2,2018,1,2,G,DU,1
0,15,570075,1800,1513,8514,0,1966,0,0,TA,19574,Taca International Airlines,I,TA,Taca International Airlines,0,0,14677,34677,SAL,"San Salvador, El Salvador",SV,El Salvador,13930,30977,ORD,"Chicago, IL",US,United States,6,698,1,2018,2,4,F,IF,1
33,28,49140,224,75,0,0,156,2520,2128,3E,21253,"Multi-Aero, Inc. d/b/a Air Choice One",D,0MQ,"Multi-Aero, Inc. d/b/a Air Choice One",1,6,13930,30977,ORD,"Chicago, IL",US,United States,11288,31288,DEC,"Decatur, IL",US,United States,4,415,1,2018,2,1,F,DU,1
0,20,225544,1000,820,0,0,96,0,0,UP,19577,Bahamasair Holding Limited,I,UP,Bahamasair Holding Limited,0,0,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,11731,31731,FPO,"Freeport, The Bahamas",BS,The Bahamas,4,441,1,2018,2,1,F,IF,1
0,31,2738120,9352,5530,219080,0,6352,0,0,KU,19616,Kuwait Airways Corp.,I,KU,Kuwait Airways Corp.,0,0,12478,31703,JFK,"New York, NY",US,United States,12849,32849,KWI,"Kuwait, Kuwait",KW,Kuwait,6,627,1,2018,2,13,F,IF,1
0,2,54701,378,259,0,0,1519,0,0,WG,21231,Sunwing Airlines Inc.,I,WG,Sunwing Airlines Inc.,0,0,13204,31454,MCO,"Orlando, FL",US,United States,16171,36171,YQM,"Moncton, Canada",CA,Canada,6,614,1,2018,2,4,F,IF,1
0,1,2100,9,2,0,0,347,165,94,2TQ,21764,Trans Northern Airways d/b/a Air Unlimited Charter Services,D,2TQ,Trans Northern Airways d/b/a Air Unlimited Charter Services,1,6,13605,33605,NAS,"Nassau, The Bahamas",BS,The Bahamas,14761,34761,SFB,"Sanford, FL",US,United States,4,406,1,2018,2,1,L,IU,1
0,25,2480513,6875,6593,594233,0,7968,0,0,CX,19779,Cathay Pacific Airways Ltd.,I,CX,Cathay Pacific Airways Ltd.,0,0,10721,30721,BOS,"Boston, MA",US,United States,12143,32126,HKG,"Hong Kong, Hong Kong",HK,Hong Kong,6,637,1,2018,2,16,F,IF,1
0,6,119316,456,426,0,0,47,314,77,CP,21167,Compass Airlines,D,CP,Compass Airlines,2,2,13891,32575,ONT,"Ontario, CA",US,United States,12892,32575,LAX,"Los Angeles, CA",US,United States,6,673,1,2018,2,1,F,DU,1
0,1,69353,156,30,0,0,1408,0,0,07Q,21136,Flair Airlines Ltd.,I,07Q,Flair Airlines Ltd.,0,0,16229,31215,YVR,"Vancouver, Canada",CA,Canada,11630,31517,FAI,"Fairbanks, AK",US,United States,6,617,1,2018,2,3,L,IF,1
0,1,31200,156,140,0,0,1198,0,0,BCQ,19855,Bradley Air Services Ltd.,I,BCQ,Bradley Air Services Ltd.,0,0,16078,36078,YHM,"Hamilton, Canada",CA,Canada,13303,32467,MIA,"Miami, FL",US,United States,6,617,1,2018,2,3,L,IF,1
0,1,4500,16,9,0,0,8068,1128,1086,34Q,21854,"Polaris Aviation Solutions, LLC",D,34Q,"Polaris Aviation Solutions, LLC",1,4,10415,30415,AUH,"Abu Dhabi, United Arab Emirates",AE,United Arab Emirates,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,6,612,1,2018,2,17,L,IU,1
0,1,21148,0,0,3312,0,1353,226,207,AMQ,20201,Ameristar Air Cargo,D,AMQ,Ameristar Air Cargo,1,4,10171,30194,ADS,"Dallas, TX",US,United States,14570,34570,RNO,"Reno, NV",US,United States,6,635,2,2018,2,3,P,DU,1
10,10,34000,0,0,14497,0,160,573,515,EM,20263,Empire Airlines Inc.,D,EM,Empire Airlines Inc.,1,5,11413,30285,DRO,"Durango, CO",US,United States,10140,30140,ABQ,"Albuquerque, NM",US,United States,4,416,2,2018,2,1,G,DU,1
9,9,12600,27,0,0,104,97,656,576,ELL,20261,Ellis Air Taxi Inc.,D,ELL,Ellis Air Taxi Inc.,1,9,13564,33564,MXY,"McCarthy, AK",US,United States,11924,31924,GKN,"Gulkana, AK",US,United States,0,35,3,2018,2,1,F,DU,1
52,50,555900,2500,2061,0,0,634,5939,4635,AX,20237,Trans States Airlines,D,AX,Trans States Airlines,1,5,12451,31136,JAX,"Jacksonville, FL",US,United States,11278,30852,DCA,"Washington, DC",US,United States,6,675,1,2018,2,2,F,DU,1
0,4,404800,1260,670,62513,0,4879,0,0,8R,20234,Edelweiss Air Ag,I,8R,Edelweiss Air Ag,0,0,16321,36321,ZRH,"Zurich, Switzerland",CH,Switzerland,15304,33195,TPA,"Tampa, FL",US,United States,6,696,1,2018,2,10,F,IF,1
0,29,29000,145,60,3055,85,40,938,651,SNK,20226,Spernak Airways Inc.,D,SNK,Spernak Airways Inc.,1,5,16390,36390,BVU,"Beluga, AK",US,United States,13467,30299,MRI,"Anchorage, AK",US,United States,0,35,1,2018,2,1,L,DU,1
0,56,8488561,19152,15515,2074013,0,6504,0,0,NZ,19933,Air New Zealand,I,NZ,Air New Zealand,0,0,10244,30244,AKL,"Auckland, New Zealand",NZ,New Zealand,12892,32575,LAX,"Los Angeles, CA",US,United States,6,637,1,2018,2,14,F,IF,1
84,31,77500,279,143,95,0,53,930,744,1YQ,21615,"Air Charter, Inc d/b/a Air Flamenco",D,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1,6,14819,34819,SIG,"San Juan, PR",US,United States,11126,31126,CPX,"Culebra, PR",US,United States,1,131,1,2018,2,1,F,DU,1
0,10,932800,2300,1742,54230,0,5960,0,0,MU,19958,China Eastern Airlines,I,MU,China Eastern Airlines,0,0,14771,32457,SFO,"San Francisco, CA",US,United States,15127,35127,TAO,"Qingdao, China",CN,China,6,696,1,2018,2,12,F,IF,1
0,1,101200,345,241,0,0,1384,0,0,TS,19961,Air Transat,I,TS,Air Transat,0,0,16217,36083,YUL,"Montreal, Canada",CA,Canada,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,6,696,1,2018,2,3,F,IF,1
0,2,190881,730,526,7674,0,2001,0,0,KE,19550,Korean Air Lines Co. Ltd.,I,KE,Korean Air Lines Co. Ltd.,0,0,12277,31945,ICN,"Seoul, South Korea",KR,South Korea,12016,32016,GUM,"Guam, TT",US,United States,8,819,1,2018,2,5,F,IF,1
0,1,119790,408,228,29473,0,5012,0,0,KL,19551,Klm Royal Dutch Airlines,I,KL,Klm Royal Dutch Airlines,0,0,12266,31453,IAH,"Houston, TX",US,United States,10292,30292,AMS,"Amsterdam, Netherlands",NL,Netherlands,8,819,1,2018,2,11,F,IF,1
0,1,96800,0,0,42178,0,1017,0,0,6R,21061,Aerounion Aerotransporte de Carga Union SA de CV,I,6R,Aerounion Aerotransporte de Carga Union SA de CV,0,0,13303,32467,MIA,"Miami, FL",US,United States,12010,32010,GUA,"Guatemala City, Guatemala",GT,Guatemala,6,690,2,2018,2,3,G,IF,1
0,26,5720000,7228,5095,0,0,2822,0,0,EQ,21587,Tame Linea Aerea del Ecuador Tme EP,I,EQ,Tame Linea Aerea del Ecuador Tme EP,0,0,15455,35455,UIO,"Quito, Ecuador",EC,Ecuador,12478,31703,JFK,"New York, NY",US,United States,6,687,1,2018,2,6,F,IF,1
0,4,4020,24,1,0,0,0,320,310,3AQ,21909,"Maritime Helicopters, Inc.",D,3AQ,"Maritime Helicopters, Inc.",1,5,14218,34218,PPC,"Prospect Creek, AK",US,United States,14218,34218,PPC,"Prospect Creek, AK",US,United States,3,368,1,2018,2,1,L,DU,1
0,20,1225437,0,0,390784,0,779,0,0,W8,20313,Cargojet Airways Ltd.,I,W8,Cargojet Airways Ltd.,0,0,11618,31703,EWR,"Newark, NJ",US,United States,10521,30521,BDA,"Hamilton, Bermuda",BM,Bermuda,7,715,2,2018,2,2,P,IF,1
0,10,792330,3100,2293,29781,0,5518,0,0,FJ,20059,Air Pacific Ltd.,I,FJ,Air Pacific Ltd.,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,13602,33602,NAN,"Nadi, Fiji",FJ,Fiji,6,687,1,2018,2,12,F,IF,1
0,4,475200,0,0,390727,0,3824,0,0,L7,21376,Lan Colombia,I,L7,Lan Colombia,0,0,13303,32467,MIA,"Miami, FL",US,United States,10386,30386,ASU,"Asuncion, Paraguay",PY,Paraguay,6,626,2,2018,2,8,G,IF,1
0,19,4998800,0,0,4024037,0,3110,6834,6256,PO,20100,Polar Air Cargo Airways,D,PO,Polar Air Cargo Airways,3,3,10299,30299,ANC,"Anchorage, AK",US,United States,11193,33105,CVG,"Cincinnati, OH",US,United States,8,819,1,2018,2,7,P,DU,1
58,58,368010,1972,1360,0,0,174,4066,2994,3M,20401,Silver Airways,D,3M,Silver Airways,1,6,14027,34027,PBI,"West Palm Beach/Palm Beach, FL",US,United States,15304,33195,TPA,"Tampa, FL",US,United States,4,456,1,2018,3,1,F,DU,1
0,1,4200,9,3,0,0,101,45,42,MW,21242,"Mokulele Flight Services, Inc.",D,MW,"Mokulele Flight Services, Inc.",1,5,12363,32363,IPL,"El Centro, CA",US,United States,11041,31041,CLD,"Carlsbad, CA",US,United States,4,416,1,2018,3,1,F,DU,1
0,4,130585,684,525,0,0,2795,0,0,LP,20188,Lan Peru Airlines,I,LP,Lan Peru Airlines,0,0,12986,32986,LIM,"Lima, Peru",PE,Peru,13204,31454,MCO,"Orlando, FL",US,United States,6,694,1,2018,3,6,F,IF,1
0,2,183284,544,0,0,0,6,114,36,X9,20377,Omni Air International LLC,D,X9,Omni Air International LLC,2,2,14747,30559,SEA,"Seattle, WA",US,United States,10559,30559,BFI,"Seattle, WA",US,United States,6,626,1,2018,3,1,L,DU,1
0,1,14157,62,0,0,0,4313,0,0,1UQ,21590,Gainjet Aviation SA,I,1UQ,Gainjet Aviation SA,0,0,12651,32651,KEF,"Keflavik/Reykjavik, Iceland",IS,Iceland,12892,32575,LAX,"Los Angeles, CA",US,United States,6,622,1,2018,3,9,L,IF,1
124,123,3901700,15744,11226,1339,0,201,6151,4238,HA,19690,Hawaiian Airlines Inc.,D,HA,Hawaiian Airlines Inc.,3,3,12982,32982,LIH,"Lihue, HI",US,United States,13830,33830,OGG,"Kahului, HI",US,United States,6,608,1,2018,3,1,F,DU,1
0,29,2011482,10034,6553,2675,0,5615,0,0,MS,19747,Egyptair,I,MS,Egyptair,0,0,10872,30872,CAI,"Cairo, Egypt",EG,Egypt,12478,31703,JFK,"New York, NY",US,United States,6,637,1,2018,3,12,F,IF,1
0,31,3090384,7378,5194,639346,0,4072,0,0,O6,21667,Oceanair Linhas Aereas S A,I,O6,Oceanair Linhas Aereas S A,0,0,11988,30966,GRU,"Sao Paulo, Brazil",BR,Brazil,13303,32467,MIA,"Miami, FL",US,United States,6,696,3,2018,3,9,F,IF,1
0,1,1600,8,4,0,0,623,123,96,27Q,21652,"Jet Aviation Flight Services, Inc.",I,27Q,"Jet Aviation Flight Services, Inc.",1,1,16477,34440,QRO,"Queretaro, Mexico",MX,Mexico,14683,33214,SAT,"San Antonio, TX",US,United States,6,515,1,2018,3,2,L,IU,1
0,1,1300,6,1,0,0,34,22,18,V8,20346,Iliamna Air Taxi,D,V8,Iliamna Air Taxi,1,5,14046,34046,PDB,"Pedro Bay, AK",US,United States,12748,32748,KNK,"Kokhanok, AK",US,United States,0,35,1,2018,3,1,L,DU,1
32,27,1246700,4806,4178,0,0,873,3777,3295,AS,19930,Alaska Airlines Inc.,D,AS,Alaska Airlines Inc.,3,3,14057,34057,PDX,"Portland, OR",US,United States,14262,34262,PSP,"Palm Springs, CA",US,United States,6,888,1,2018,3,2,F,DU,1
0,1,12500,50,44,0,0,324,98,69,9E,20363,Endeavor Air Inc.,D,9E,Endeavor Air Inc.,2,2,11612,31612,EVV,"Evansville, IN",US,United States,11146,31146,CRW,"Charleston/Dunbar, WV",US,United States,6,629,1,2018,3,1,F,DU,1
0,1,28350,149,0,0,0,1125,161,142,09Q,21161,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,1,10466,30466,AZA,"Phoenix, AZ",US,United States,10185,30185,AEX,"Alexandria, LA",US,United States,6,619,1,2018,3,3,L,DU,1
0,13,3432000,0,0,2998789,0,3417,0,0,CK,20362,China Cargo Airline,I,CK,China Cargo Airline,0,0,10299,30299,ANC,"Anchorage, AK",US,United States,10397,30397,ATL,"Atlanta, GA",US,United States,8,819,2,2018,3,7,G,DF,1
0,1,3993,12,6,0,0,1120,0,0,14Q,21439,London Air Services Limited,I,14Q,London Air Services Limited,0,0,10325,30325,APA,"Denver, CO",US,United States,16229,31215,YVR,"Vancouver, Canada",CA,Canada,6,669,1,2018,3,3,L,IF,1
0,0,0,0,0,0,0,188,0,0,9X,21618,"Southern Airways Express, dba Mokulele Airlines",D,1RQ,Sun Air Express LLC dba Sun Air International,1,6,12448,32448,JAN,"Jackson/Vicksburg, MS",US,United States,13244,33244,MEM,"Memphis, TN",US,United States,4,416,1,2018,3,1,F,DU,1
0,8,36000,72,43,4905,6115,60,262,184,H6,20336,Hageland Aviation Service,D,H6,Hageland Aviation Service,1,5,14709,30073,SCC,"Deadhorse, AK",US,United States,13767,33767,NUI,"Nuiqsut, AK",US,United States,4,405,3,2018,3,1,F,DU,1
54,54,6210000,0,0,5481974,0,1045,7697,6467,M6,20151,Amerijet International,D,M6,Amerijet International,2,2,13303,32467,MIA,"Miami, FL",US,United States,14843,34819,SJU,"San Juan, PR",US,United States,6,626,2,2018,3,3,G,DU,1
0,17,681465,3060,2805,0,0,2138,0,0,UO,21785,Hong Kong Express Airways Limited,I,UO,Hong Kong Express Airways Limited,0,0,14955,34955,SPN,"Saipan, TT",US,United States,12143,32126,HKG,"Hong Kong, Hong Kong",HK,Hong Kong,6,694,1,2018,3,5,F,IF,1
